 date     , product_id   , purchase , add_to_cart , click , view  
2112024, DQProduk-003 ,494,5351,18342,23738
2112024, DQProduk-019 ,17,182,801,1357
3112024, DQProduk-001 ,34,353,1548,1559
3112024, DQProduk-003 ,488,5376,18444,24785
4112024, DQProduk-001 ,227,2020,7106,13217
4112024, DQProduk-003 ,431,5050,28254,52009
4112024, DQProduk-019 ,18,184,767,1046
5112024, DQProduk-001 ,50,580,1940,2683
5112024, DQProduk-003 ,277,2379,8450,14840
5112024, DQProduk-019 ,16,174,691,1030
6112024, DQProduk-001 ,45,457,2108,2474
6112024, DQProduk-003 ,208,2248,7072,14141
7112024, DQProduk-001 ,27,248,1219,1256
7112024, DQProduk-003 ,129,1434,8587,17117
7112024, DQProduk-019 ,9,72,380,530
8112024, DQProduk-001 ,42,413,2196,2503
8112024, DQProduk-003 ,238,2113,9278,15791
8112024, DQProduk-009 ,2,23,98,148
9112024, DQProduk-001 ,103,836,3141,4402
9112024, DQProduk-003 ,94,897,4930,8732
10112024, DQProduk-001 ,89,716,2972,3133
10112024, DQProduk-003 ,173,1827,5979,6071
11112024, DQProduk-001 ,119,1418,8098,12236
11112024, DQProduk-003 ,331,3611,18545,34983
11112024, DQProduk-019 ,7,69,411,532
12112024, DQProduk-001 ,72,787,3348,6657
12112024, DQProduk-003 ,319,3700,17647,30194
12112024, DQProduk-019 ,31,286,1542,2825
13112024, DQProduk-001 ,129,1225,5145,10156
13112024, DQProduk-003 ,163,1835,8072,13343
13112024, DQProduk-019 ,21,231,840,1646
14112024, DQProduk-001 ,48,431,1695,2473
14112024, DQProduk-003 ,193,1782,10326,12574
14112024, DQProduk-019 ,17,184,807,1145
15112024, DQProduk-001 ,71,762,3432,4211
15112024, DQProduk-003 ,303,3457,16520,20463
15112024, DQProduk-019 ,81,834,3523,4770
16112024, DQProduk-001 ,56,553,2654,4436
16112024, DQProduk-003 ,165,1978,11710,17851
16112024, DQProduk-019 ,53,620,2650,3789
17112024, DQProduk-001 ,49,427,1919,3165
17112024, DQProduk-003 ,429,4747,18080,21111
17112024, DQProduk-019 ,47,417,1664,2941
18112024, DQProduk-001 ,101,1149,5497,8482
18112024, DQProduk-003 ,628,5822,33944,41673
18112024, DQProduk-019 ,125,1108,6453,10573
19112024, DQProduk-001 ,189,2135,8099,12660
19112024, DQProduk-003 ,483,5491,30980,36326
19112024, DQProduk-019 ,93,1093,6142,7149
20112024, DQProduk-001 ,71,780,2667,4228
20112024, DQProduk-003 ,330,3932,12311,20447
20112024, DQProduk-019 ,46,513,2768,5490
21112024, DQProduk-001 ,34,355,1698,1892
21112024, DQProduk-003 ,170,1405,4670,8304
21112024, DQProduk-019 ,40,385,1873,2428
22112024, DQProduk-001 ,111,989,4012,4510
22112024, DQProduk-003 ,313,3147,14585,25961
22112024, DQProduk-019 ,67,738,2869,5466
23112024, DQProduk-001 ,64,618,2564,3248
23112024, DQProduk-003 ,169,1442,7422,11563
23112024, DQProduk-019 ,80,734,2312,3620
24112024, DQProduk-001 ,88,1017,3581,5226
24112024, DQProduk-003 ,362,3817,16973,31325
24112024, DQProduk-019 ,116,1157,4857,7252
25112024, DQProduk-001 ,130,1538,5159,6757
25112024, DQProduk-003 ,458,5291,30447,50393
25112024, DQProduk-019 ,91,748,3012,5501
26112024, DQProduk-001 ,120,1085,5227,5668
26112024, DQProduk-003 ,409,3411,17861,18457
26112024, DQProduk-019 ,16,163,738,889
27112024, DQProduk-001 ,31,308,1537,2775
27112024, DQProduk-003 ,138,1354,4425,7733
27112024, DQProduk-019 ,22,237,1245,2136
28112024, DQProduk-001 ,7,71,396,464
28112024, DQProduk-003 ,136,1614,6315,8215
28112024, DQProduk-019 ,79,773,3330,5332
29112024, DQProduk-001 ,40,321,1393,2544
29112024, DQProduk-003 ,234,2673,15921,21821
29112024, DQProduk-019 ,15,152,870,1035
30112024, DQProduk-001 ,74,753,2796,3161
30112024, DQProduk-003 ,206,1651,7445,10499
30112024, DQProduk-019 ,75,652,3488,5106
1122024, DQProduk-001 ,86,1028,5276,6636
1122024, DQProduk-003 ,260,3101,14509,23571
1122024, DQProduk-019 ,96,940,5402,8211
2122024, DQProduk-001 ,128,1235,6669,6983
2122024, DQProduk-003 ,538,6199,35030,68087
2122024, DQProduk-019 ,111,1245,7306,9967
3122024, DQProduk-001 ,113,1119,6545,10941
3122024, DQProduk-003 ,413,4387,23890,31236
3122024, DQProduk-019 ,140,1254,6116,9167
4122024, DQProduk-001 ,56,607,3625,5462
4122024, DQProduk-003 ,226,2634,14300,21702
4122024, DQProduk-019 ,77,841,3704,4483
5122024, DQProduk-001 ,64,530,2475,3208
5122024, DQProduk-003 ,134,1164,5289,5909
5122024, DQProduk-019 ,52,529,2651,3708
6122024, DQProduk-001 ,35,420,1606,2970
6122024, DQProduk-003 ,39,352,1642,1681
6122024, DQProduk-019 ,75,724,2924,3410
7122024, DQProduk-001 ,36,363,1396,2083
7122024, DQProduk-003 ,168,1358,5469,9227
7122024, DQProduk-019 ,135,1155,4896,7750
8122024, DQProduk-001 ,122,1386,4702,5939
8122024, DQProduk-003 ,205,2446,7892,9381
8122024, DQProduk-019 ,110,908,4722,9231
9122024, DQProduk-001 ,81,924,5229,7729
9122024, DQProduk-003 ,498,4711,14727,15990
9122024, DQProduk-019 ,168,1366,7940,8046
10122024, DQProduk-001 ,143,1429,8442,12665
10122024, DQProduk-003 ,408,4083,13150,17327
10122024, DQProduk-019 ,99,884,2703,4309
11122024, DQProduk-001 ,47,495,2965,5588
11122024, DQProduk-003 ,197,1883,10927,18462
11122024, DQProduk-019 ,41,476,1759,3383
12122024, DQProduk-001 ,42,443,2026,2314
12122024, DQProduk-003 ,274,2495,10110,19579
12122024, DQProduk-019 ,72,684,3986,5850
13122024, DQProduk-001 ,55,479,1582,2627
13122024, DQProduk-003 ,195,1763,9281,12130
13122024, DQProduk-009 ,4,43,251,360
13122024, DQProduk-019 ,143,1539,7995,9853
14122024, DQProduk-001 ,140,1270,4799,6058
14122024, DQProduk-003 ,248,2764,10592,15663
14122024, DQProduk-009 ,15,144,775,1133
14122024, DQProduk-019 ,198,2096,8884,10867
15122024, DQProduk-001 ,68,768,4508,4930
15122024, DQProduk-003 ,292,2693,14036,27760
15122024, DQProduk-009 ,32,318,1665,2516
15122024, DQProduk-019 ,122,1048,6268,10985
16122024, DQProduk-001 ,89,853,2840,5393
16122024, DQProduk-003 ,592,4990,19215,21491
16122024, DQProduk-009 ,68,732,3047,5861
16122024, DQProduk-019 ,212,2137,11359,21312
17122024, DQProduk-001 ,103,1131,6263,10366
17122024, DQProduk-003 ,379,3325,18063,27813
17122024, DQProduk-009 ,27,300,1265,2236
17122024, DQProduk-019 ,89,1064,4388,7430
18122024, DQProduk-001 ,33,318,1586,2234
18122024, DQProduk-003 ,198,1799,9702,10118
18122024, DQProduk-009 ,20,215,804,1237
18122024, DQProduk-019 ,62,706,2947,5821
19122024, DQProduk-001 ,108,1288,4285,8185
19122024, DQProduk-003 ,289,2609,13699,26335
19122024, DQProduk-009 ,13,141,687,1319
19122024, DQProduk-019 ,112,1115,5235,8611
20122024, DQProduk-001 ,62,567,2843,4460
20122024, DQProduk-003 ,345,3146,11016,18151
20122024, DQProduk-009 ,21,179,597,1116
20122024, DQProduk-019 ,321,2640,14497,28751
21122024, DQProduk-001 ,24,219,681,1349
21122024, DQProduk-003 ,350,3420,18337,18418
21122024, DQProduk-009 ,48,552,2057,2657
21122024, DQProduk-019 ,317,3466,13506,22963
22122024, DQProduk-001 ,64,595,2373,3300
22122024, DQProduk-003 ,376,4490,24270,33657
22122024, DQProduk-019 ,195,1705,5387,6718
23122024, DQProduk-001 ,74,672,3961,4077
23122024, DQProduk-003 ,255,2427,11046,11977
23122024, DQProduk-009 ,16,154,812,1342
23122024, DQProduk-019 ,198,1923,5779,9814
24122024, DQProduk-001 ,131,1200,4832,8937
24122024, DQProduk-003 ,360,3807,13337,21295
24122024, DQProduk-009 ,13,127,417,717
24122024, DQProduk-019 ,278,2763,9858,16323
25122024, DQProduk-001 ,179,2090,11122,20732
25122024, DQProduk-003 ,368,3121,10794,14956
25122024, DQProduk-009 ,2,17,84,150
25122024, DQProduk-019 ,87,771,3991,5584
26122024, DQProduk-001 ,53,587,2518,3021
26122024, DQProduk-003 ,235,2644,15319,20922
26122024, DQProduk-009 ,14,156,781,798
26122024, DQProduk-019 ,142,1350,5310,8516
27122024, DQProduk-001 ,142,1594,6410,10468
27122024, DQProduk-003 ,179,1567,5276,9623
27122024, DQProduk-019 ,78,911,3203,5579
28122024, DQProduk-001 ,22,234,980,1169
28122024, DQProduk-003 ,214,1954,9834,10046
28122024, DQProduk-009 ,17,168,852,1613
28122024, DQProduk-019 ,214,1841,9865,17285
29122024, DQProduk-001 ,53,600,3061,5546
29122024, DQProduk-003 ,141,1640,6864,11896
29122024, DQProduk-009 ,15,172,1001,1021
29122024, DQProduk-019 ,296,2635,9818,17708
30122024, DQProduk-001 ,94,1042,3258,4494
30122024, DQProduk-003 ,173,1710,6701,12702
30122024, DQProduk-009 ,5,50,203,390
30122024, DQProduk-019 ,248,2464,13490,21269
31122024, DQProduk-001 ,114,1014,4391,4603
31122024, DQProduk-003 ,321,2686,10186,11528
31122024, DQProduk-019 ,125,1207,4194,4563
1012025, DQProduk-001 ,88,753,4088,7155
1012025, DQProduk-003 ,281,3315,17454,34165
1012025, DQProduk-019 ,128,1385,4286,7551
2012025, DQProduk-001 ,74,618,2007,2444
2012025, DQProduk-003 ,78,892,4331,7448
2012025, DQProduk-009 ,5,46,257,393
2012025, DQProduk-019 ,93,996,3179,4834
3012025, DQProduk-001 ,117,1285,5395,8828
3012025, DQProduk-003 ,78,735,4275,7349
3012025, DQProduk-019 ,86,1000,3029,3625
4012025, DQProduk-001 ,58,469,2516,3196
4012025, DQProduk-003 ,265,2633,13347,21518
4012025, DQProduk-019 ,52,530,3092,5387
5012025, DQProduk-001 ,150,1580,7126,13615
5012025, DQProduk-003 ,250,2360,10970,18945
5012025, DQProduk-009 ,16,184,673,1193
5012025, DQProduk-019 ,299,2525,14389,24603
6012025, DQProduk-001 ,160,1628,7559,11935
6012025, DQProduk-003 ,304,3281,15597,17856
6012025, DQProduk-019 ,527,5609,18270,18482
7012025, DQProduk-001 ,90,895,4791,6293
7012025, DQProduk-003 ,412,4579,15960,28183
7012025, DQProduk-009 ,20,202,620,1079
7012025, DQProduk-019 ,122,1223,5769,7973
8012025, DQProduk-001 ,68,734,2784,4838
8012025, DQProduk-003 ,211,1789,5615,7372
8012025, DQProduk-009 ,4,43,161,207
8012025, DQProduk-019 ,103,1032,5811,6192
9012025, DQProduk-001 ,14,162,840,1080
9012025, DQProduk-003 ,41,402,1244,1763
9012025, DQProduk-019 ,22,218,1214,1956
10012025, DQProduk-001 ,29,346,1837,3451
10012025, DQProduk-003 ,177,2026,11959,15680
10012025, DQProduk-019 ,106,1236,6015,10893
11012025, DQProduk-001 ,22,244,1181,2326
11012025, DQProduk-003 ,167,1797,6323,11487
11012025, DQProduk-019 ,176,1645,6304,6589
12012025, DQProduk-001 ,26,224,678,1219
12012025, DQProduk-003 ,407,3713,19073,35005
12012025, DQProduk-019 ,137,1302,7160,7924
13012025, DQProduk-001 ,61,729,3742,5446
13012025, DQProduk-003 ,398,3681,15951,22204
13012025, DQProduk-009 ,23,263,897,1786
13012025, DQProduk-019 ,259,2209,8496,12514
14012025, DQProduk-001 ,71,846,4796,7120
14012025, DQProduk-003 ,450,5036,26579,48495
14012025, DQProduk-009 ,14,118,523,581
14012025, DQProduk-019 ,348,3160,14891,20315
15012025, DQProduk-001 ,38,394,2273,3587
15012025, DQProduk-003 ,157,1287,4316,5353
15012025, DQProduk-009 ,12,123,537,554
15012025, DQProduk-019 ,98,1071,5016,8454
16012025, DQProduk-001 ,86,928,5012,8250
16012025, DQProduk-003 ,206,1792,8287,11517
16012025, DQProduk-019 ,139,1232,3714,7299
17012025, DQProduk-001 ,89,728,2370,2998
17012025, DQProduk-003 ,148,1355,7613,9743
17012025, DQProduk-019 ,187,1524,8742,11205
18012025, DQProduk-001 ,15,160,677,1055
18012025, DQProduk-003 ,185,1806,7371,11881
18012025, DQProduk-019 ,188,1885,8442,16800
19012025, DQProduk-001 ,108,1257,6053,11097
19012025, DQProduk-003 ,238,2493,12919,23001
19012025, DQProduk-009 ,22,189,905,1761
19012025, DQProduk-019 ,283,2958,11332,16389
20012025, DQProduk-001 ,61,515,2847,3130
20012025, DQProduk-003 ,438,3989,23226,28609
20012025, DQProduk-009 ,53,588,2658,3616
20012025, DQProduk-019 ,444,4635,19868,33472
21012025, DQProduk-001 ,93,1109,4052,5066
21012025, DQProduk-003 ,349,3145,13075,20732
21012025, DQProduk-009 ,11,109,382,449
21012025, DQProduk-019 ,258,2456,9001,15148
22012025, DQProduk-001 ,101,1004,3718,6551
22012025, DQProduk-003 ,259,2413,14126,23005
22012025, DQProduk-009 ,52,615,2106,3052
22012025, DQProduk-019 ,124,1434,4602,7766
23012025, DQProduk-001 ,21,243,982,1523
23012025, DQProduk-003 ,114,1149,3739,7387
23012025, DQProduk-009 ,35,303,946,1180
23012025, DQProduk-019 ,179,1556,8931,12129
24012025, DQProduk-001 ,58,670,2667,2846
24012025, DQProduk-003 ,266,2426,8821,13755
24012025, DQProduk-009 ,164,1501,6862,7914
24012025, DQProduk-019 ,152,1664,6781,10118
25012025, DQProduk-001 ,57,506,2072,2710
25012025, DQProduk-003 ,188,1980,10525,20171
25012025, DQProduk-009 ,26,307,1376,2485
25012025, DQProduk-019 ,220,1794,5851,10076
26012025, DQProduk-001 ,140,1304,5127,9302
26012025, DQProduk-003 ,364,3761,13052,21411
26012025, DQProduk-009 ,109,1089,4864,8820
26012025, DQProduk-019 ,359,2931,10233,13810
27012025, DQProduk-001 ,80,766,3993,5659
27012025, DQProduk-003 ,374,4159,24923,40071
27012025, DQProduk-009 ,127,1365,6792,7941
27012025, DQProduk-019 ,312,2633,10377,12883
28012025, DQProduk-001 ,81,864,4469,8714
28012025, DQProduk-003 ,391,3447,13550,21477
28012025, DQProduk-009 ,194,2256,13236,16035
28012025, DQProduk-019 ,372,4142,16138,22767
29012025, DQProduk-001 ,101,912,3860,6335
29012025, DQProduk-003 ,186,1665,9526,12873
29012025, DQProduk-009 ,28,243,873,1411
29012025, DQProduk-019 ,185,1856,5953,9375
30012025, DQProduk-001 ,76,683,2472,2998
30012025, DQProduk-003 ,162,1385,6566,9295
30012025, DQProduk-009 ,10,104,404,626
30012025, DQProduk-019 ,139,1159,5429,6082
31012025, DQProduk-001 ,41,483,2261,3774
31012025, DQProduk-003 ,215,1971,9843,14844
31012025, DQProduk-009 ,79,846,3364,4039
31012025, DQProduk-019 ,135,1581,7263,11607
1022025, DQProduk-001 ,36,334,1692,2014
1022025, DQProduk-003 ,227,2687,10247,11514
1022025, DQProduk-009 ,42,407,1787,2655
1022025, DQProduk-019 ,193,2279,9172,16656
2022025, DQProduk-001 ,72,634,2337,3404
2022025, DQProduk-003 ,282,2387,13443,14250
2022025, DQProduk-009 ,78,877,5151,8302
2022025, DQProduk-019 ,248,2322,12346,23986
3022025, DQProduk-001 ,136,1242,5115,8005
3022025, DQProduk-003 ,480,5522,23417,30747
3022025, DQProduk-009 ,232,2559,9475,12798
3022025, DQProduk-019 ,426,3797,11719,16769
4022025, DQProduk-001 ,66,695,2735,4313
4022025, DQProduk-003 ,268,2472,11722,11724
4022025, DQProduk-009 ,167,1819,5924,9615
4022025, DQProduk-019 ,327,3552,16412,18632
5022025, DQProduk-001 ,124,1426,6103,11378
5022025, DQProduk-003 ,386,3131,15518,28125
5022025, DQProduk-009 ,69,728,2276,4527
5022025, DQProduk-019 ,261,2412,8843,10151
6022025, DQProduk-001 ,47,439,2036,3914
6022025, DQProduk-003 ,203,1659,8578,13914
6022025, DQProduk-009 ,48,477,1848,2374
6022025, DQProduk-019 ,95,950,4463,5661
7022025, DQProduk-001 ,18,153,461,820
7022025, DQProduk-003 ,270,2322,13560,23506
7022025, DQProduk-009 ,47,390,2266,3190
7022025, DQProduk-019 ,268,3080,16562,16595
8022025, DQProduk-001 ,12,141,638,730
8022025, DQProduk-003 ,192,2088,8116,11388
8022025, DQProduk-009 ,67,692,3941,5016
8022025, DQProduk-019 ,191,2092,8572,14493
9022025, DQProduk-001 ,70,591,1841,2782
9022025, DQProduk-003 ,364,3274,10877,12967
9022025, DQProduk-009 ,98,980,4275,4404
9022025, DQProduk-019 ,147,1177,4301,5287
10022025, DQProduk-001 ,79,659,2251,4212
10022025, DQProduk-003 ,349,3095,15218,17353
10022025, DQProduk-009 ,115,1010,5055,8225
10022025, DQProduk-019 ,408,4797,24704,47508
11022025, DQProduk-001 ,78,810,4445,6459
11022025, DQProduk-003 ,340,3019,14784,16111
11022025, DQProduk-009 ,100,1031,4711,4865
11022025, DQProduk-019 ,237,2742,14016,27934
12022025, DQProduk-001 ,69,740,3525,6063
12022025, DQProduk-003 ,161,1787,7360,8358
12022025, DQProduk-009 ,14,142,702,861
12022025, DQProduk-019 ,120,992,3582,5435
13022025, DQProduk-001 ,24,223,890,1308
13022025, DQProduk-003 ,264,2226,7566,11645
13022025, DQProduk-009 ,36,412,2232,3539
13022025, DQProduk-019 ,166,1848,7333,14421
14022025, DQProduk-001 ,83,934,3109,4721
14022025, DQProduk-003 ,302,3477,17377,27930
14022025, DQProduk-009 ,70,590,3438,3878
14022025, DQProduk-019 ,206,1653,7674,15202
15022025, DQProduk-001 ,71,781,3413,4706
15022025, DQProduk-003 ,162,1832,8348,10031
15022025, DQProduk-009 ,9,81,300,344
15022025, DQProduk-019 ,169,1485,5458,7211
16022025, DQProduk-001 ,50,436,1809,2365
16022025, DQProduk-003 ,489,5276,30747,50877
16022025, DQProduk-009 ,33,341,1352,2245
16022025, DQProduk-019 ,275,3147,15626,30314
17022025, DQProduk-001 ,72,789,3562,4198
17022025, DQProduk-003 ,447,3617,18123,21049
17022025, DQProduk-009 ,56,579,2670,3289
17022025, DQProduk-019 ,355,3623,18837,26353
18022025, DQProduk-001 ,216,2116,11931,20963
18022025, DQProduk-003 ,431,3998,18099,32615
18022025, DQProduk-009 ,77,719,2891,3096
18022025, DQProduk-019 ,323,3113,18582,22892
19022025, DQProduk-001 ,56,561,2850,5433
19022025, DQProduk-003 ,212,2294,13575,15084
19022025, DQProduk-009 ,26,285,1414,2447
19022025, DQProduk-019 ,150,1486,5463,6477
20022025, DQProduk-001 ,55,616,2318,3095
20022025, DQProduk-003 ,216,2142,9807,9864
20022025, DQProduk-009 ,84,828,4071,7314
20022025, DQProduk-019 ,129,1075,4275,8527
21022025, DQProduk-001 ,8,84,333,606
21022025, DQProduk-003 ,204,2352,7518,14228
21022025, DQProduk-009 ,94,965,3807,4538
21022025, DQProduk-019 ,176,2084,7163,11376
22022025, DQProduk-001 ,66,623,2719,4580
22022025, DQProduk-003 ,237,2096,9124,13419
22022025, DQProduk-009 ,78,716,2950,5852
22022025, DQProduk-019 ,267,2783,13069,20028
23022025, DQProduk-001 ,61,723,3858,7298
23022025, DQProduk-003 ,481,4379,15798,21117
23022025, DQProduk-009 ,139,1380,6965,13291
23022025, DQProduk-019 ,273,2491,8239,15575
24022025, DQProduk-001 ,97,804,2991,3588
24022025, DQProduk-003 ,235,2713,12781,16477
24022025, DQProduk-009 ,110,1223,6096,12114
24022025, DQProduk-019 ,286,3240,14529,19746
25022025, DQProduk-001 ,112,1270,7197,9343
25022025, DQProduk-003 ,290,2700,11957,13172
25022025, DQProduk-009 ,137,1196,6241,8136
25022025, DQProduk-019 ,158,1575,8222,9429
26022025, DQProduk-001 ,88,795,3764,7445
26022025, DQProduk-003 ,206,1792,8572,9189
26022025, DQProduk-009 ,36,420,1975,3945
26022025, DQProduk-019 ,133,1469,6085,7748
27022025, DQProduk-001 ,106,1206,4977,8492
27022025, DQProduk-003 ,241,2058,11160,12156
27022025, DQProduk-009 ,56,665,3385,6424
27022025, DQProduk-019 ,135,1383,5131,5977
28022025, DQProduk-001 ,67,662,2408,3016
28022025, DQProduk-003 ,252,2654,13381,18817
28022025, DQProduk-009 ,87,752,2440,4101
28022025, DQProduk-019 ,100,1068,4974,8115
1032025, DQProduk-001 ,69,645,2808,4448
1032025, DQProduk-003 ,187,1870,11142,11754
1032025, DQProduk-009 ,125,1257,6414,10593
1032025, DQProduk-019 ,125,1020,5354,8074
2032025, DQProduk-001 ,139,1614,6323,8310
2032025, DQProduk-003 ,298,3570,14823,20228
2032025, DQProduk-009 ,144,1262,4196,5174
2032025, DQProduk-019 ,360,4235,21834,31714
3032025, DQProduk-001 ,126,1050,3800,5305
3032025, DQProduk-003 ,482,3960,18061,26703
3032025, DQProduk-009 ,102,928,3090,4081
3032025, DQProduk-019 ,230,1876,8462,14076
4032025, DQProduk-001 ,126,1434,7731,8373
4032025, DQProduk-003 ,301,3446,13028,14222
4032025, DQProduk-009 ,156,1283,5513,9127
4032025, DQProduk-019 ,304,3036,17587,18750
5032025, DQProduk-001 ,73,632,2441,3234
5032025, DQProduk-003 ,159,1791,8864,9069
5032025, DQProduk-009 ,104,913,3856,5719
5032025, DQProduk-019 ,127,1096,5735,10367
6032025, DQProduk-001 ,50,526,1744,2958
6032025, DQProduk-003 ,261,2509,11810,13163
6032025, DQProduk-009 ,80,789,3680,4193
6032025, DQProduk-019 ,112,968,3625,4108
7032025, DQProduk-001 ,30,263,1379,2468
7032025, DQProduk-003 ,237,1899,11253,20923
7032025, DQProduk-009 ,115,1127,3462,6242
7032025, DQProduk-019 ,170,1633,9641,13971
8032025, DQProduk-001 ,48,421,2132,4187
8032025, DQProduk-003 ,210,2460,13885,17245
8032025, DQProduk-009 ,105,896,3183,4549
8032025, DQProduk-019 ,132,1133,4013,5874
9032025, DQProduk-001 ,33,314,1390,2255
9032025, DQProduk-003 ,359,3844,15566,28266
9032025, DQProduk-009 ,67,690,3279,6458
9032025, DQProduk-019 ,144,1160,5908,10491
10032025, DQProduk-001 ,200,1846,6678,9915
10032025, DQProduk-003 ,448,4708,19069,28763
10032025, DQProduk-009 ,122,1313,6232,10579
10032025, DQProduk-019 ,328,3857,11705,20196
11032025, DQProduk-001 ,53,587,3270,4780
11032025, DQProduk-003 ,465,3788,18143,22775
11032025, DQProduk-009 ,166,1710,6860,11311
11032025, DQProduk-019 ,231,2430,8485,12909
12032025, DQProduk-001 ,100,839,4416,6484
12032025, DQProduk-003 ,119,1242,6788,7919
12032025, DQProduk-009 ,75,786,3177,5659
12032025, DQProduk-019 ,27,264,1473,1572
13032025, DQProduk-001 ,30,349,1617,3149
13032025, DQProduk-003 ,153,1634,6150,9904
13032025, DQProduk-009 ,39,386,2152,3297
13032025, DQProduk-019 ,120,1244,4591,5587
14032025, DQProduk-001 ,84,696,2089,3461
14032025, DQProduk-003 ,206,1700,5999,11344
14032025, DQProduk-009 ,67,548,2816,4721
14032025, DQProduk-019 ,65,706,2543,4555
15032025, DQProduk-001 ,41,333,1361,2104
15032025, DQProduk-003 ,190,2069,11262,20346
15032025, DQProduk-009 ,106,932,4300,4924
15032025, DQProduk-019 ,216,2021,9077,16902
16032025, DQProduk-001 ,187,2178,10784,19329
16032025, DQProduk-003 ,245,2392,13739,18956
16032025, DQProduk-009 ,252,2576,12426,21132
16032025, DQProduk-019 ,115,1050,4308,5640
17032025, DQProduk-001 ,253,2571,10185,11939
17032025, DQProduk-003 ,593,6800,25257,39858
17032025, DQProduk-009 ,174,1448,7373,11948
17032025, DQProduk-019 ,312,2773,8962,12293
18032025, DQProduk-001 ,148,1525,7657,13857
18032025, DQProduk-003 ,384,3923,21005,21572
18032025, DQProduk-009 ,198,2013,7236,10166
18032025, DQProduk-019 ,355,3358,12194,14207
19032025, DQProduk-001 ,61,673,2589,5071
19032025, DQProduk-003 ,441,3661,14650,20639
19032025, DQProduk-009 ,107,1024,6073,11788
19032025, DQProduk-019 ,167,1368,8183,14638
20032025, DQProduk-001 ,53,480,2526,4735
20032025, DQProduk-003 ,290,2802,10322,10674
20032025, DQProduk-009 ,106,986,5089,7152
20032025, DQProduk-019 ,143,1213,6025,6798
21032025, DQProduk-001 ,134,1591,7171,13362
21032025, DQProduk-003 ,292,2617,10185,12888
21032025, DQProduk-009 ,66,557,1948,2189
21032025, DQProduk-019 ,177,2004,11934,16933
22032025, DQProduk-001 ,48,522,2452,3224
22032025, DQProduk-003 ,256,2993,12399,15255
22032025, DQProduk-009 ,153,1555,7185,7559
22032025, DQProduk-019 ,158,1855,6629,12056
23032025, DQProduk-001 ,200,1737,8025,15062
23032025, DQProduk-003 ,333,3412,14867,20450
23032025, DQProduk-009 ,76,860,4908,8824
23032025, DQProduk-019 ,131,1551,8939,13356
24032025, DQProduk-001 ,141,1651,9468,16987
24032025, DQProduk-003 ,317,3211,11698,16529
24032025, DQProduk-009 ,101,826,4387,5495
24032025, DQProduk-019 ,337,3025,15181,28133
25032025, DQProduk-001 ,109,1214,7187,10192
25032025, DQProduk-003 ,438,4341,21890,32456
25032025, DQProduk-009 ,124,1464,7821,9100
25032025, DQProduk-019 ,131,1371,7439,10252
26032025, DQProduk-001 ,74,776,4522,5130
26032025, DQProduk-003 ,440,4140,19848,25437
26032025, DQProduk-009 ,183,2154,8184,15464
26032025, DQProduk-019 ,147,1543,8475,16120
27032025, DQProduk-001 ,139,1610,6574,7670
27032025, DQProduk-003 ,185,1756,8177,11428
27032025, DQProduk-009 ,38,405,2245,2646
27032025, DQProduk-019 ,183,2127,7324,10343
28032025, DQProduk-001 ,98,793,4217,6567
28032025, DQProduk-003 ,434,4803,18173,23401
28032025, DQProduk-009 ,140,1125,4356,5673
28032025, DQProduk-019 ,251,2700,8594,16465
29032025, DQProduk-001 ,211,1836,10479,19509
29032025, DQProduk-003 ,277,2703,13410,24734
29032025, DQProduk-009 ,64,712,3867,7108
29032025, DQProduk-019 ,198,2095,11007,15992
30032025, DQProduk-001 ,118,1398,5701,10636
30032025, DQProduk-003 ,504,4922,23066,37815
30032025, DQProduk-009 ,178,1947,6352,11324
30032025, DQProduk-019 ,390,3939,14010,25177
31032025, DQProduk-001 ,85,849,4293,7854
31032025, DQProduk-003 ,557,5291,20576,21136
31032025, DQProduk-009 ,55,519,3036,3424
31032025, DQProduk-019 ,220,2113,8448,16273
1042025, DQProduk-001 ,179,1842,9728,10851
1042025, DQProduk-003 ,324,3108,16527,26550
1042025, DQProduk-009 ,150,1600,5707,6777
1042025, DQProduk-019 ,108,884,3753,5344
2042025, DQProduk-001 ,70,670,2189,3230
2042025, DQProduk-003 ,154,1391,5909,10640
2042025, DQProduk-009 ,17,145,810,928
2042025, DQProduk-019 ,134,1205,5371,7470
3042025, DQProduk-001 ,83,806,2525,4829
3042025, DQProduk-003 ,134,1222,5655,9365
3042025, DQProduk-009 ,45,478,2755,3715
3042025, DQProduk-019 ,113,1071,5671,7881
4042025, DQProduk-001 ,52,527,1829,2097
4042025, DQProduk-003 ,154,1801,10522,16082
4042025, DQProduk-009 ,139,1193,5233,7180
4042025, DQProduk-019 ,104,997,5124,7625
5042025, DQProduk-001 ,86,751,2676,2876
5042025, DQProduk-003 ,250,2578,7737,10045
5042025, DQProduk-009 ,134,1604,7120,9173
5042025, DQProduk-019 ,155,1346,5395,10352
6042025, DQProduk-001 ,136,1467,6360,7842
6042025, DQProduk-003 ,352,2818,15804,29115
6042025, DQProduk-009 ,89,834,4753,4917
6042025, DQProduk-019 ,357,3201,16454,23291
7042025, DQProduk-001 ,77,855,4169,8085
7042025, DQProduk-003 ,415,4441,18120,19333
7042025, DQProduk-009 ,156,1327,7285,10166
7042025, DQProduk-019 ,349,4053,17485,18628
8042025, DQProduk-001 ,87,833,4510,5458
8042025, DQProduk-003 ,380,3120,17340,28659
