trx_id,product_id,trx_date,units
DQTrx388263,DQProduk-001,11122024,1
DQTrx388271,DQProduk-001,11122024,1
DQTrx388279,DQProduk-019,11122024,1
DQTrx388286,DQProduk-019,11122024,1
DQTrx388290,DQProduk-003,11122024,1
DQTrx388292,DQProduk-001,11122024,1
DQTrx388294,DQProduk-003,11122024,3
DQTrx388302,DQProduk-003,11122024,1
DQTrx388304,DQProduk-019,11122024,1
DQTrx388306,DQProduk-019,11122024,1
DQTrx388307,DQProduk-003,11122024,1
DQTrx388314,DQProduk-003,11122024,1
DQTrx388315,DQProduk-003,11122024,1
DQTrx388319,DQProduk-001,11122024,1
DQTrx388325,DQProduk-003,11122024,1
DQTrx388331,DQProduk-003,11122024,1
DQTrx388333,DQProduk-001,11122024,1
DQTrx388335,DQProduk-003,11122024,1
DQTrx388342,DQProduk-003,11122024,1
DQTrx388345,DQProduk-003,11122024,1
DQTrx388348,DQProduk-019,11122024,1
DQTrx388352,DQProduk-001,11122024,1
DQTrx388361,DQProduk-001,11122024,1
DQTrx388371,DQProduk-003,11122024,1
DQTrx388376,DQProduk-019,11122024,1
DQTrx388377,DQProduk-003,11122024,1
DQTrx388386,DQProduk-001,11122024,1
DQTrx388396,DQProduk-001,11122024,1
DQTrx388404,DQProduk-001,11122024,1
DQTrx388407,DQProduk-003,11122024,1
DQTrx388412,DQProduk-003,11122024,1
DQTrx388415,DQProduk-003,11122024,1
DQTrx388416,DQProduk-019,11122024,1
DQTrx388417,DQProduk-003,11122024,1
DQTrx388420,DQProduk-019,11122024,1
DQTrx388427,DQProduk-003,11122024,1
DQTrx388436,DQProduk-003,11122024,1
DQTrx388437,DQProduk-003,11122024,1
DQTrx388438,DQProduk-019,11122024,1
DQTrx388447,DQProduk-001,11122024,1
DQTrx388461,DQProduk-003,11122024,1
DQTrx388467,DQProduk-001,11122024,1
DQTrx388473,DQProduk-003,11122024,1
DQTrx388483,DQProduk-019,11122024,1
DQTrx388484,DQProduk-003,11122024,3
DQTrx388487,DQProduk-003,11122024,1
DQTrx388489,DQProduk-001,11122024,1
DQTrx388490,DQProduk-019,11122024,1
DQTrx388504,DQProduk-019,11122024,1
DQTrx388507,DQProduk-003,11122024,3
DQTrx388513,DQProduk-003,11122024,1
DQTrx388514,DQProduk-003,11122024,1
DQTrx388515,DQProduk-001,11122024,1
DQTrx388520,DQProduk-003,11122024,1
DQTrx388523,DQProduk-003,11122024,1
DQTrx388530,DQProduk-001,11122024,1
DQTrx388533,DQProduk-001,11122024,1
DQTrx388540,DQProduk-019,11122024,1
DQTrx388543,DQProduk-003,11122024,1
DQTrx388553,DQProduk-003,11122024,1
DQTrx388556,DQProduk-001,11122024,1
DQTrx388584,DQProduk-001,11122024,1
DQTrx388585,DQProduk-003,11122024,1
DQTrx388586,DQProduk-001,11122024,1
DQTrx388590,DQProduk-019,11122024,1
DQTrx388592,DQProduk-003,11122024,2
DQTrx388599,DQProduk-001,11122024,1
DQTrx388613,DQProduk-001,11122024,1
DQTrx388627,DQProduk-003,11122024,1
DQTrx388650,DQProduk-001,11122024,1
DQTrx388654,DQProduk-001,11122024,1
DQTrx388656,DQProduk-019,11122024,1
DQTrx388662,DQProduk-019,11122024,1
DQTrx388668,DQProduk-019,11122024,1
DQTrx388687,DQProduk-003,11122024,1
DQTrx388691,DQProduk-003,11122024,1
DQTrx388692,DQProduk-003,11122024,2
DQTrx388700,DQProduk-003,11122024,1
DQTrx388705,DQProduk-003,11122024,4
DQTrx388716,DQProduk-003,11122024,3
DQTrx388723,DQProduk-003,11122024,1
DQTrx388727,DQProduk-003,11122024,1
DQTrx388731,DQProduk-003,11122024,1
DQTrx388732,DQProduk-001,11122024,1
DQTrx388733,DQProduk-003,11122024,1
DQTrx388736,DQProduk-001,11122024,1
DQTrx388740,DQProduk-003,11122024,1
DQTrx388743,DQProduk-001,11122024,1
DQTrx388746,DQProduk-003,11122024,3
DQTrx388749,DQProduk-003,11122024,2
DQTrx388766,DQProduk-003,11122024,3
DQTrx388768,DQProduk-003,11122024,3
DQTrx388773,DQProduk-003,11122024,1
DQTrx388774,DQProduk-003,11122024,3
DQTrx388776,DQProduk-019,11122024,1
DQTrx388777,DQProduk-003,11122024,4
DQTrx388781,DQProduk-003,11122024,1
DQTrx388784,DQProduk-019,11122024,1
DQTrx388797,DQProduk-003,11122024,1
DQTrx388818,DQProduk-003,12122024,1
DQTrx388820,DQProduk-003,12122024,1
DQTrx388821,DQProduk-003,12122024,1
DQTrx388824,DQProduk-003,12122024,1
DQTrx388825,DQProduk-001,12122024,1
DQTrx388827,DQProduk-003,12122024,1
DQTrx388829,DQProduk-001,12122024,1
DQTrx388831,DQProduk-001,12122024,1
DQTrx388835,DQProduk-019,12122024,1
DQTrx388844,DQProduk-003,12122024,1
DQTrx388846,DQProduk-003,12122024,1
DQTrx388848,DQProduk-003,12122024,1
DQTrx388853,DQProduk-001,12122024,1
DQTrx388855,DQProduk-001,12122024,1
DQTrx388858,DQProduk-003,12122024,1
DQTrx388862,DQProduk-001,12122024,1
DQTrx388866,DQProduk-019,12122024,1
DQTrx388872,DQProduk-019,12122024,1
DQTrx388874,DQProduk-019,12122024,1
DQTrx388877,DQProduk-003,12122024,1
DQTrx388882,DQProduk-003,12122024,2
DQTrx388886,DQProduk-003,12122024,1
DQTrx388888,DQProduk-003,12122024,1
DQTrx388889,DQProduk-019,12122024,1
DQTrx388894,DQProduk-003,12122024,1
DQTrx388899,DQProduk-019,12122024,1
DQTrx388901,DQProduk-003,12122024,4
DQTrx388907,DQProduk-003,12122024,1
DQTrx388908,DQProduk-003,12122024,1
DQTrx388911,DQProduk-003,12122024,1
DQTrx388913,DQProduk-003,12122024,1
DQTrx388915,DQProduk-003,12122024,1
DQTrx388918,DQProduk-003,12122024,1
DQTrx388919,DQProduk-003,12122024,1
DQTrx388921,DQProduk-003,12122024,1
DQTrx388923,DQProduk-019,12122024,1
DQTrx388931,DQProduk-003,12122024,2
DQTrx388938,DQProduk-003,12122024,1
DQTrx388941,DQProduk-003,12122024,1
DQTrx388951,DQProduk-003,12122024,1
DQTrx388960,DQProduk-019,12122024,1
DQTrx388969,DQProduk-001,12122024,1
DQTrx388978,DQProduk-003,12122024,3
DQTrx388980,DQProduk-003,12122024,1
DQTrx388982,DQProduk-003,12122024,1
DQTrx388996,DQProduk-001,12122024,1
DQTrx389000,DQProduk-003,12122024,1
DQTrx389007,DQProduk-003,12122024,1
DQTrx389012,DQProduk-003,12122024,1
DQTrx389017,DQProduk-003,12122024,1
DQTrx389019,DQProduk-003,12122024,1
DQTrx389023,DQProduk-003,12122024,4
DQTrx389025,DQProduk-019,12122024,1
DQTrx389031,DQProduk-003,12122024,3
DQTrx389038,DQProduk-003,12122024,1
DQTrx389039,DQProduk-003,12122024,1
DQTrx389043,DQProduk-019,12122024,1
DQTrx389050,DQProduk-003,12122024,1
DQTrx389052,DQProduk-003,12122024,4
DQTrx389053,DQProduk-019,12122024,1
DQTrx389068,DQProduk-019,12122024,1
DQTrx389071,DQProduk-003,12122024,4
DQTrx389078,DQProduk-003,12122024,1
DQTrx389082,DQProduk-003,12122024,1
DQTrx389083,DQProduk-003,12122024,4
DQTrx389087,DQProduk-003,12122024,1
DQTrx389088,DQProduk-003,12122024,4
DQTrx389090,DQProduk-003,12122024,1
DQTrx389091,DQProduk-001,12122024,1
DQTrx389097,DQProduk-003,12122024,2
DQTrx389108,DQProduk-019,12122024,1
DQTrx389109,DQProduk-003,12122024,1
DQTrx389111,DQProduk-003,12122024,1
DQTrx389113,DQProduk-003,12122024,1
DQTrx389120,DQProduk-003,12122024,1
DQTrx389130,DQProduk-003,12122024,1
DQTrx389131,DQProduk-001,12122024,1
DQTrx389137,DQProduk-019,12122024,1
DQTrx389141,DQProduk-019,12122024,1
DQTrx389148,DQProduk-003,12122024,1
DQTrx389154,DQProduk-019,12122024,1
DQTrx389157,DQProduk-003,12122024,1
DQTrx389162,DQProduk-001,12122024,1
DQTrx389167,DQProduk-019,12122024,1
DQTrx389182,DQProduk-003,12122024,4
DQTrx389188,DQProduk-003,12122024,3
DQTrx389194,DQProduk-003,12122024,3
DQTrx389195,DQProduk-003,12122024,1
DQTrx389199,DQProduk-019,12122024,1
DQTrx389203,DQProduk-003,12122024,1
DQTrx389204,DQProduk-003,12122024,3
DQTrx389205,DQProduk-001,12122024,1
DQTrx389210,DQProduk-003,12122024,1
DQTrx389219,DQProduk-019,12122024,1
DQTrx389222,DQProduk-001,12122024,1
DQTrx389226,DQProduk-003,12122024,1
DQTrx389239,DQProduk-019,12122024,1
DQTrx389246,DQProduk-019,12122024,1
DQTrx389249,DQProduk-003,12122024,4
DQTrx389252,DQProduk-003,12122024,1
DQTrx389258,DQProduk-003,12122024,1
DQTrx389263,DQProduk-019,12122024,1
DQTrx389277,DQProduk-003,12122024,1
DQTrx389279,DQProduk-003,12122024,1
DQTrx389280,DQProduk-003,12122024,1
DQTrx389281,DQProduk-003,12122024,1
DQTrx389282,DQProduk-003,12122024,1
DQTrx389285,DQProduk-003,12122024,3
DQTrx389290,DQProduk-019,12122024,1
DQTrx389292,DQProduk-003,12122024,1
DQTrx389297,DQProduk-001,12122024,1
DQTrx389306,DQProduk-003,12122024,1
DQTrx389308,DQProduk-001,12122024,1
DQTrx389309,DQProduk-019,12122024,1
DQTrx389311,DQProduk-003,12122024,4
DQTrx389316,DQProduk-003,12122024,3
DQTrx389329,DQProduk-003,12122024,1
DQTrx389330,DQProduk-003,12122024,1
DQTrx389333,DQProduk-003,12122024,3
DQTrx389348,DQProduk-001,12122024,1
DQTrx389350,DQProduk-019,12122024,1
DQTrx389352,DQProduk-003,12122024,4
DQTrx389354,DQProduk-003,12122024,1
DQTrx389355,DQProduk-019,12122024,1
DQTrx389358,DQProduk-001,12122024,1
DQTrx389359,DQProduk-019,12122024,1
DQTrx389362,DQProduk-003,12122024,1
DQTrx389363,DQProduk-003,12122024,1
DQTrx389366,DQProduk-003,12122024,1
DQTrx389372,DQProduk-001,12122024,1
DQTrx389375,DQProduk-003,12122024,1
DQTrx389377,DQProduk-003,12122024,1
DQTrx389379,DQProduk-001,12122024,1
DQTrx389383,DQProduk-001,12122024,1
DQTrx389385,DQProduk-003,12122024,1
DQTrx389386,DQProduk-019,12122024,1
DQTrx389390,DQProduk-003,12122024,3
DQTrx389393,DQProduk-003,12122024,3
DQTrx389399,DQProduk-003,12122024,1
DQTrx389402,DQProduk-003,12122024,2
DQTrx389403,DQProduk-003,12122024,4
DQTrx389406,DQProduk-003,12122024,1
DQTrx389408,DQProduk-019,12122024,1
DQTrx389413,DQProduk-019,12122024,1
DQTrx389418,DQProduk-019,12122024,1
DQTrx389429,DQProduk-003,12122024,4
DQTrx389441,DQProduk-003,12122024,1
DQTrx389442,DQProduk-003,12122024,1
DQTrx389445,DQProduk-003,12122024,1
DQTrx389447,DQProduk-003,12122024,2
DQTrx389452,DQProduk-019,12122024,1
DQTrx389456,DQProduk-019,12122024,1
DQTrx389457,DQProduk-019,12122024,1
DQTrx389460,DQProduk-003,12122024,1
DQTrx389463,DQProduk-001,12122024,1
DQTrx389471,DQProduk-003,12122024,3
DQTrx389472,DQProduk-003,12122024,1
DQTrx389473,DQProduk-003,12122024,1
DQTrx389481,DQProduk-019,12122024,1
DQTrx389493,DQProduk-019,12122024,1
DQTrx389496,DQProduk-003,12122024,4
DQTrx389501,DQProduk-003,12122024,1
DQTrx389507,DQProduk-019,12122024,1
DQTrx389508,DQProduk-003,12122024,1
DQTrx389509,DQProduk-019,12122024,1
DQTrx389514,DQProduk-003,12122024,1
DQTrx389516,DQProduk-019,12122024,1
DQTrx389520,DQProduk-003,12122024,1
DQTrx389521,DQProduk-019,12122024,1
DQTrx389525,DQProduk-019,12122024,1
DQTrx389532,DQProduk-003,12122024,3
DQTrx389546,DQProduk-003,12122024,1
DQTrx389551,DQProduk-001,12122024,1
DQTrx389552,DQProduk-001,12122024,1
DQTrx389558,DQProduk-019,12122024,1
DQTrx389560,DQProduk-019,12122024,1
DQTrx389566,DQProduk-003,12122024,4
DQTrx389568,DQProduk-001,12122024,1
DQTrx389572,DQProduk-001,12122024,1
DQTrx389597,DQProduk-001,12122024,1
DQTrx389599,DQProduk-003,12122024,1
DQTrx389602,DQProduk-003,12122024,1
DQTrx389607,DQProduk-001,12122024,1
DQTrx389611,DQProduk-019,12122024,1
DQTrx389614,DQProduk-019,12122024,1
DQTrx389619,DQProduk-003,12122024,1
DQTrx389623,DQProduk-001,12122024,1
DQTrx389624,DQProduk-003,12122024,1
DQTrx389629,DQProduk-001,12122024,1
DQTrx389639,DQProduk-003,12122024,1
DQTrx389644,DQProduk-003,12122024,1
DQTrx389653,DQProduk-001,12122024,1
DQTrx389655,DQProduk-003,12122024,3
DQTrx389662,DQProduk-019,12122024,1
DQTrx389664,DQProduk-001,12122024,1
DQTrx389665,DQProduk-001,12122024,1
DQTrx389666,DQProduk-003,12122024,1
DQTrx389671,DQProduk-019,12122024,1
DQTrx389672,DQProduk-003,12122024,1
DQTrx389677,DQProduk-003,12122024,4
DQTrx389679,DQProduk-019,12122024,1
DQTrx389681,DQProduk-003,12122024,4
DQTrx389682,DQProduk-019,12122024,1
DQTrx389683,DQProduk-019,12122024,1
DQTrx389686,DQProduk-019,12122024,1
DQTrx389687,DQProduk-003,12122024,3
DQTrx389693,DQProduk-019,12122024,1
DQTrx389694,DQProduk-003,12122024,3
DQTrx389696,DQProduk-003,12122024,1
DQTrx389697,DQProduk-003,12122024,3
DQTrx389699,DQProduk-003,12122024,4
DQTrx389703,DQProduk-003,12122024,1
DQTrx389704,DQProduk-003,12122024,1
DQTrx389714,DQProduk-003,12122024,1
DQTrx389715,DQProduk-019,12122024,1
DQTrx389719,DQProduk-003,12122024,3
DQTrx389721,DQProduk-001,12122024,1
DQTrx389729,DQProduk-019,12122024,1
DQTrx389735,DQProduk-003,12122024,1
DQTrx389736,DQProduk-003,12122024,1
DQTrx389737,DQProduk-001,12122024,1
DQTrx389743,DQProduk-019,12122024,1
DQTrx389746,DQProduk-003,12122024,3
DQTrx389752,DQProduk-003,12122024,2
DQTrx389753,DQProduk-001,12122024,1
DQTrx389768,DQProduk-003,12122024,1
DQTrx389771,DQProduk-003,12122024,1
DQTrx389775,DQProduk-003,12122024,3
DQTrx389780,DQProduk-003,12122024,4
DQTrx389784,DQProduk-003,12122024,4
DQTrx389788,DQProduk-003,12122024,1
DQTrx389793,DQProduk-019,12122024,1
DQTrx389794,DQProduk-001,12122024,1
DQTrx389796,DQProduk-003,12122024,3
DQTrx389799,DQProduk-019,12122024,1
DQTrx389804,DQProduk-003,12122024,1
DQTrx389805,DQProduk-019,12122024,1
DQTrx389807,DQProduk-019,12122024,1
DQTrx389811,DQProduk-019,12122024,1
DQTrx389816,DQProduk-001,12122024,1
DQTrx389819,DQProduk-003,12122024,1
DQTrx389825,DQProduk-001,12122024,1
DQTrx389826,DQProduk-019,12122024,1
DQTrx389827,DQProduk-019,12122024,1
DQTrx389831,DQProduk-003,12122024,1
DQTrx389834,DQProduk-003,12122024,1
DQTrx389835,DQProduk-003,12122024,3
DQTrx389838,DQProduk-003,12122024,1
DQTrx389843,DQProduk-003,12122024,1
DQTrx389844,DQProduk-019,12122024,1
DQTrx389856,DQProduk-001,12122024,1
DQTrx389857,DQProduk-019,12122024,1
DQTrx389859,DQProduk-001,12122024,1
DQTrx389863,DQProduk-019,12122024,1
DQTrx389865,DQProduk-001,12122024,1
DQTrx389869,DQProduk-003,12122024,3
DQTrx389875,DQProduk-003,12122024,1
DQTrx389884,DQProduk-003,12122024,3
DQTrx389886,DQProduk-019,12122024,1
DQTrx389888,DQProduk-019,12122024,1
DQTrx389893,DQProduk-003,12122024,1
DQTrx389895,DQProduk-003,12122024,1
DQTrx389909,DQProduk-003,12122024,1
DQTrx389916,DQProduk-019,12122024,1
DQTrx389923,DQProduk-019,12122024,1
DQTrx389925,DQProduk-019,12122024,1
DQTrx389926,DQProduk-003,12122024,1
DQTrx389927,DQProduk-001,12122024,1
DQTrx389929,DQProduk-019,12122024,1
DQTrx389930,DQProduk-003,12122024,2
DQTrx389934,DQProduk-019,12122024,1
DQTrx389935,DQProduk-003,12122024,1
DQTrx389943,DQProduk-003,12122024,1
DQTrx389946,DQProduk-003,12122024,4
DQTrx389952,DQProduk-003,12122024,1
DQTrx389961,DQProduk-019,13122024,1
DQTrx389964,DQProduk-019,13122024,1
DQTrx389965,DQProduk-003,13122024,1
DQTrx389966,DQProduk-003,13122024,3
DQTrx389968,DQProduk-019,13122024,1
DQTrx389980,DQProduk-003,13122024,3
DQTrx389984,DQProduk-003,13122024,1
DQTrx389988,DQProduk-003,13122024,1
DQTrx389992,DQProduk-019,13122024,1
DQTrx389993,DQProduk-003,13122024,6
DQTrx389999,DQProduk-001,13122024,1
DQTrx390002,DQProduk-003,13122024,1
DQTrx390006,DQProduk-003,13122024,3
DQTrx390011,DQProduk-019,13122024,1
DQTrx390017,DQProduk-003,13122024,1
DQTrx390044,DQProduk-003,13122024,1
DQTrx390047,DQProduk-019,13122024,3
DQTrx390054,DQProduk-003,13122024,1
DQTrx390056,DQProduk-001,13122024,1
DQTrx390057,DQProduk-003,13122024,2
DQTrx390058,DQProduk-009,13122024,1
DQTrx390059,DQProduk-001,13122024,1
DQTrx390060,DQProduk-019,13122024,1
DQTrx390069,DQProduk-003,13122024,3
DQTrx390079,DQProduk-001,13122024,1
DQTrx390080,DQProduk-019,13122024,1
DQTrx390085,DQProduk-019,13122024,1
DQTrx390089,DQProduk-003,13122024,1
DQTrx390092,DQProduk-019,13122024,3
DQTrx390094,DQProduk-003,13122024,1
DQTrx390107,DQProduk-019,13122024,1
DQTrx390109,DQProduk-003,13122024,1
DQTrx390110,DQProduk-001,13122024,1
DQTrx390113,DQProduk-003,13122024,1
DQTrx390120,DQProduk-001,13122024,1
DQTrx390128,DQProduk-003,13122024,2
DQTrx390137,DQProduk-003,13122024,1
DQTrx390145,DQProduk-003,13122024,1
DQTrx390146,DQProduk-003,13122024,1
DQTrx390154,DQProduk-001,13122024,1
DQTrx390157,DQProduk-019,13122024,1
DQTrx390166,DQProduk-001,13122024,3
DQTrx390171,DQProduk-019,13122024,1
DQTrx390172,DQProduk-003,13122024,6
DQTrx390175,DQProduk-003,13122024,1
DQTrx390176,DQProduk-019,13122024,1
DQTrx390186,DQProduk-019,13122024,1
DQTrx390187,DQProduk-019,13122024,1
DQTrx390190,DQProduk-003,13122024,1
DQTrx390191,DQProduk-019,13122024,1
DQTrx390193,DQProduk-001,13122024,1
DQTrx390199,DQProduk-019,13122024,3
DQTrx390203,DQProduk-019,13122024,1
DQTrx390204,DQProduk-019,13122024,1
DQTrx390207,DQProduk-001,13122024,1
DQTrx390209,DQProduk-001,13122024,1
DQTrx390210,DQProduk-019,13122024,1
DQTrx390217,DQProduk-003,13122024,2
DQTrx390222,DQProduk-019,13122024,1
DQTrx390225,DQProduk-001,13122024,2
DQTrx390229,DQProduk-001,13122024,1
DQTrx390241,DQProduk-003,13122024,5
DQTrx390243,DQProduk-001,13122024,1
DQTrx390244,DQProduk-003,13122024,5
DQTrx390255,DQProduk-001,13122024,1
DQTrx390256,DQProduk-001,13122024,2
DQTrx390257,DQProduk-003,13122024,1
DQTrx390258,DQProduk-019,13122024,2
DQTrx390259,DQProduk-019,13122024,1
DQTrx390262,DQProduk-003,13122024,1
DQTrx390265,DQProduk-001,13122024,1
DQTrx390266,DQProduk-019,13122024,1
DQTrx390269,DQProduk-003,13122024,1
DQTrx390270,DQProduk-003,13122024,1
DQTrx390274,DQProduk-019,13122024,1
DQTrx390284,DQProduk-019,13122024,1
DQTrx390285,DQProduk-019,13122024,1
DQTrx390288,DQProduk-019,13122024,1
DQTrx390289,DQProduk-003,13122024,1
DQTrx390290,DQProduk-019,13122024,1
DQTrx390291,DQProduk-003,13122024,2
DQTrx390294,DQProduk-003,13122024,3
DQTrx390295,DQProduk-003,13122024,3
DQTrx390296,DQProduk-019,13122024,1
DQTrx390301,DQProduk-001,13122024,1
DQTrx390315,DQProduk-003,13122024,1
DQTrx390318,DQProduk-001,13122024,2
DQTrx390323,DQProduk-009,13122024,1
DQTrx390334,DQProduk-019,13122024,1
DQTrx390339,DQProduk-001,13122024,1
DQTrx390355,DQProduk-019,13122024,2
DQTrx390360,DQProduk-019,13122024,1
DQTrx390362,DQProduk-019,13122024,1
DQTrx390363,DQProduk-003,13122024,1
DQTrx390370,DQProduk-003,13122024,1
DQTrx390372,DQProduk-019,13122024,1
DQTrx390373,DQProduk-003,13122024,3
DQTrx390376,DQProduk-003,13122024,1
DQTrx390381,DQProduk-019,13122024,1
DQTrx390383,DQProduk-019,13122024,1
DQTrx390385,DQProduk-019,13122024,1
DQTrx390388,DQProduk-003,13122024,1
DQTrx390394,DQProduk-019,13122024,1
DQTrx390400,DQProduk-001,13122024,3
DQTrx390407,DQProduk-003,13122024,1
DQTrx390410,DQProduk-019,13122024,1
DQTrx390415,DQProduk-003,13122024,1
DQTrx390416,DQProduk-019,13122024,1
DQTrx390421,DQProduk-019,13122024,1
DQTrx390425,DQProduk-003,13122024,1
DQTrx390431,DQProduk-019,13122024,1
DQTrx390432,DQProduk-019,13122024,1
DQTrx390433,DQProduk-003,13122024,1
DQTrx390436,DQProduk-003,13122024,2
DQTrx390440,DQProduk-003,13122024,1
DQTrx390443,DQProduk-003,13122024,1
DQTrx390449,DQProduk-019,13122024,1
DQTrx390454,DQProduk-019,13122024,1
DQTrx390455,DQProduk-001,13122024,1
DQTrx390458,DQProduk-003,13122024,1
DQTrx390460,DQProduk-003,13122024,1
DQTrx390461,DQProduk-019,13122024,1
DQTrx390465,DQProduk-019,13122024,3
DQTrx390467,DQProduk-019,13122024,1
DQTrx390474,DQProduk-003,13122024,2
DQTrx390477,DQProduk-019,13122024,1
DQTrx390485,DQProduk-003,13122024,1
DQTrx390487,DQProduk-001,13122024,1
DQTrx390494,DQProduk-003,13122024,1
DQTrx390495,DQProduk-003,13122024,5
DQTrx390497,DQProduk-003,13122024,1
DQTrx390507,DQProduk-019,13122024,2
DQTrx390516,DQProduk-019,13122024,1
DQTrx390528,DQProduk-003,13122024,1
DQTrx390537,DQProduk-019,13122024,1
DQTrx390540,DQProduk-003,13122024,2
DQTrx390549,DQProduk-019,13122024,1
DQTrx390551,DQProduk-001,13122024,2
DQTrx390572,DQProduk-019,13122024,1
DQTrx390575,DQProduk-003,13122024,1
DQTrx390578,DQProduk-003,13122024,2
DQTrx390579,DQProduk-003,13122024,1
DQTrx390585,DQProduk-001,13122024,1
DQTrx390589,DQProduk-003,13122024,1
DQTrx390591,DQProduk-019,13122024,1
DQTrx390597,DQProduk-019,13122024,1
DQTrx390598,DQProduk-019,13122024,1
DQTrx390599,DQProduk-019,13122024,1
DQTrx390602,DQProduk-003,13122024,1
DQTrx390604,DQProduk-019,13122024,1
DQTrx390605,DQProduk-019,13122024,3
DQTrx390609,DQProduk-019,13122024,1
DQTrx390613,DQProduk-003,13122024,1
DQTrx390618,DQProduk-003,13122024,5
DQTrx390621,DQProduk-019,13122024,1
DQTrx390625,DQProduk-019,13122024,2
DQTrx390626,DQProduk-019,13122024,3
DQTrx390629,DQProduk-019,13122024,2
DQTrx390634,DQProduk-003,13122024,1
DQTrx390643,DQProduk-019,13122024,1
DQTrx390646,DQProduk-001,13122024,1
DQTrx390649,DQProduk-003,13122024,2
DQTrx390652,DQProduk-019,13122024,1
DQTrx390654,DQProduk-003,13122024,4
DQTrx390664,DQProduk-019,13122024,1
DQTrx390676,DQProduk-003,13122024,1
DQTrx390682,DQProduk-003,13122024,1
DQTrx390684,DQProduk-019,13122024,1
DQTrx390685,DQProduk-003,13122024,3
DQTrx390689,DQProduk-019,13122024,1
DQTrx390690,DQProduk-019,13122024,2
DQTrx390692,DQProduk-019,13122024,1
DQTrx390695,DQProduk-019,13122024,1
DQTrx390696,DQProduk-019,13122024,1
DQTrx390701,DQProduk-003,13122024,1
DQTrx390703,DQProduk-003,13122024,1
DQTrx390706,DQProduk-019,13122024,1
DQTrx390709,DQProduk-001,13122024,1
DQTrx390710,DQProduk-003,13122024,1
DQTrx390712,DQProduk-003,13122024,2
DQTrx390713,DQProduk-019,13122024,1
DQTrx390717,DQProduk-003,13122024,1
DQTrx390720,DQProduk-003,13122024,5
DQTrx390726,DQProduk-019,13122024,1
DQTrx390727,DQProduk-019,13122024,1
DQTrx390728,DQProduk-001,13122024,1
DQTrx390740,DQProduk-003,13122024,2
DQTrx390741,DQProduk-003,13122024,1
DQTrx390743,DQProduk-019,13122024,1
DQTrx390747,DQProduk-019,13122024,1
DQTrx390754,DQProduk-003,13122024,1
DQTrx390755,DQProduk-019,13122024,1
DQTrx390758,DQProduk-019,13122024,1
DQTrx390760,DQProduk-019,13122024,1
DQTrx390764,DQProduk-019,13122024,1
DQTrx390767,DQProduk-003,13122024,1
DQTrx390771,DQProduk-019,13122024,3
DQTrx390773,DQProduk-003,13122024,3
DQTrx390780,DQProduk-003,13122024,1
DQTrx390781,DQProduk-003,13122024,1
DQTrx390783,DQProduk-003,13122024,1
DQTrx390784,DQProduk-003,13122024,3
DQTrx390785,DQProduk-003,13122024,1
DQTrx390790,DQProduk-003,13122024,1
DQTrx390794,DQProduk-019,13122024,1
DQTrx390795,DQProduk-003,13122024,4
DQTrx390796,DQProduk-003,13122024,1
DQTrx390806,DQProduk-003,13122024,3
DQTrx390818,DQProduk-019,13122024,1
DQTrx390823,DQProduk-003,13122024,1
DQTrx390828,DQProduk-019,13122024,1
DQTrx390844,DQProduk-019,13122024,1
DQTrx390847,DQProduk-003,13122024,1
DQTrx390850,DQProduk-019,13122024,1
DQTrx390853,DQProduk-001,13122024,2
DQTrx390854,DQProduk-019,13122024,1
DQTrx390861,DQProduk-003,13122024,3
DQTrx390866,DQProduk-019,13122024,1
DQTrx390868,DQProduk-003,13122024,1
DQTrx390870,DQProduk-003,13122024,1
DQTrx390872,DQProduk-019,13122024,1
DQTrx390877,DQProduk-019,13122024,1
DQTrx390881,DQProduk-003,13122024,1
DQTrx390884,DQProduk-019,13122024,1
DQTrx390893,DQProduk-003,13122024,2
DQTrx390894,DQProduk-001,13122024,1
DQTrx390900,DQProduk-019,13122024,1
DQTrx390909,DQProduk-003,13122024,2
DQTrx390914,DQProduk-003,13122024,1
DQTrx390916,DQProduk-019,13122024,1
DQTrx390918,DQProduk-019,13122024,1
DQTrx390930,DQProduk-003,13122024,1
DQTrx390936,DQProduk-003,13122024,1
DQTrx390939,DQProduk-019,13122024,1
DQTrx390940,DQProduk-003,13122024,2
DQTrx390941,DQProduk-003,13122024,1
DQTrx390949,DQProduk-001,13122024,1
DQTrx390953,DQProduk-019,13122024,1
DQTrx390954,DQProduk-003,13122024,1
DQTrx390956,DQProduk-003,13122024,4
DQTrx390959,DQProduk-009,13122024,1
DQTrx390960,DQProduk-019,13122024,1
DQTrx390969,DQProduk-019,13122024,1
DQTrx390984,DQProduk-003,13122024,1
DQTrx390996,DQProduk-001,13122024,1
DQTrx390998,DQProduk-003,13122024,1
DQTrx391003,DQProduk-003,13122024,1
DQTrx391008,DQProduk-019,13122024,1
DQTrx391011,DQProduk-001,13122024,1
DQTrx391016,DQProduk-019,13122024,1
DQTrx391027,DQProduk-019,13122024,1
DQTrx391028,DQProduk-003,13122024,1
DQTrx391029,DQProduk-001,13122024,1
DQTrx391031,DQProduk-001,13122024,1
DQTrx391032,DQProduk-003,13122024,1
DQTrx391034,DQProduk-003,13122024,1
DQTrx391035,DQProduk-001,13122024,1
DQTrx391039,DQProduk-001,13122024,1
DQTrx391040,DQProduk-019,13122024,1
DQTrx391044,DQProduk-019,13122024,1
DQTrx391047,DQProduk-003,13122024,1
